Plasmid,gene_id,old_locus_tag,gene_biotype,Gene,synonym,product,product_kegg,note,other,protein_id,inference_coordinates,exon_number
NC_013716.1,ROD_RS00620,ROD_01221,protein_coding,lpdA,NA,dihydrolipoyl dehydrogenase,dihydrolipoyl dehydrogenase (E3 component of pyruvate and 2-oxoglutarate dehydrogenase complexes),NA,NA,WP_001519338.1,similar to AA sequence:RefSeq:WP_001738005.1,1
NC_013716.1,ROD_RS00625,ROD_01231,protein_coding,NA,NA,DUF2950 family protein,putative exported protein,NA,NA,WP_012904506.1,similar to AA sequence:RefSeq:WP_015965894.1,1
NC_013716.1,ROD_RS00630,ROD_01241,protein_coding,NA,NA,DUF3300 domain-containing protein,putative exported protein,NA,NA,WP_012904507.1,similar to AA sequence:RefSeq:NP_459162.2,1
NC_013716.1,ROD_RS00635,ROD_01251,protein_coding,acnB,NA,bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase,aconitate hydratase 2 (citrate hydro-lyase 2),NA,NA,WP_012904508.1,similar to AA sequence:RefSeq:NP_459163.1,1
NC_013716.1,ROD_RS00640,ROD_01261,protein_coding,yacL,NA,protein YacL,conserved hypothetical protein,NA,NA,WP_012904509.1,similar to AA sequence:RefSeq:WP_013991356.1,1
NC_013716.1,ROD_RS00645,ROD_01271,protein_coding,NA,NA,2-keto-3-deoxygluconate permease 1,2-keto-3-deoxygluconate permease,NA,NA,WP_012904510.1,similar to AA sequence:RefSeq:WP_016151725.1,1
NC_013716.1,ROD_RS00650,ROD_01281,protein_coding,NA,NA,D-threonate kinase,conserved hypothetical protein,NA,NA,WP_012904511.1,similar to AA sequence:RefSeq:NP_459167.1,1
NC_013716.1,ROD_RS00655,ROD_01291,protein_coding,NA,NA,D-threonate 4-phosphate dehydrogenase,4-hydroxythreonine-4-phosphate dehydrogenase,NA,NA,WP_012904512.1,similar to AA sequence:RefSeq:NP_459168.1,1
NC_013716.1,ROD_RS00660,ROD_01301,protein_coding,NA,NA,DeoR/GlpR family DNA-binding transcription regulator,putative transcriptional regulator,NA,NA,WP_012904513.1,similar to AA sequence:RefSeq:NP_459169.1,1
NC_013716.1,ROD_RS27910,NA,pseudogene,NA,NA,LysR family transcriptional regulator,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:YP_005226526.1,1
NC_013716.1,ROD_RS00665,ROD_01311,protein_coding,speD,NA,adenosylmethionine decarboxylase,S-adenosylmethionine decarboxylase proenzyme,NA,NA,WP_012904514.1,similar to AA sequence:RefSeq:NP_308151.1,1
NC_013716.1,ROD_RS00670,ROD_01321,protein_coding,speE,NA,polyamine aminopropyltransferase,spermidine synthase,NA,NA,WP_012904515.1,similar to AA sequence:RefSeq:NP_414663.1,1
NC_013716.1,ROD_RS00675,ROD_01331,protein_coding,NA,NA,YacC family pilotin-like protein,conserved hypothetical protein,NA,NA,WP_024132470.1,similar to AA sequence:RefSeq:NP_414664.4,1
NC_013716.1,ROD_RS00680,ROD_01341,protein_coding,cueO,NA,multicopper oxidase CueO,blue copper oxidase precursor (copper efflux oxidase),NA,NA,WP_012904516.1,similar to AA sequence:RefSeq:NP_414665.1,1
NC_013716.1,ROD_RS00685,ROD_01351,protein_coding,NA,NA,IS110-like element ISCro5 family transposase,ISCro5 transposase,NA,NA,WP_012904517.1,similar to AA sequence:RefSeq:WP_012904517.1,1
NC_013716.1,ROD_RS00690,ROD_01361,protein_coding,gcd,NA,glucose/quinate/shikimate family membrane-bound PQQ-dependent dehydrogenase,quinoprotein glucose dehydrogenase,NA,NA,WP_012904518.1,similar to AA sequence:RefSeq:NP_414666.1,1
NC_013716.1,ROD_RS00695,ROD_01371,protein_coding,hpt,NA,hypoxanthine phosphoribosyltransferase,hypoxanthine phosphoribosyltransferase,NA,NA,WP_012904519.1,similar to AA sequence:RefSeq:WP_004204384.1,1
NC_013716.1,ROD_RS00700,ROD_01381,protein_coding,can,NA,carbonate dehydratase,carbonic anhydrase 2,NA,NA,WP_012904520.1,similar to AA sequence:RefSeq:NP_459176.1,1
NC_013716.1,ROD_RS00705,ROD_01391,protein_coding,NA,NA,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",NA,NA,WP_012904521.1,similar to AA sequence:RefSeq:NP_459177.1,1
NC_013716.1,ROD_RS00710,ROD_01401,protein_coding,NA,NA,ABC transporter permease,"ABC transporter, permease protein",NA,NA,WP_012904522.1,similar to AA sequence:RefSeq:WP_001747261.1,1
NC_013716.1,ROD_RS00715,ROD_01411,protein_coding,NA,NA,PTS sugar transporter subunit IIA,PTS system IIA component,NA,NA,WP_012904523.1,similar to AA sequence:RefSeq:WP_012134027.1,1
NC_013716.1,ROD_RS00720,ROD_01421,protein_coding,NA,NA,polysaccharide deacetylase family protein,putative polysaccharide deacetylase,NA,NA,WP_012904524.1,similar to AA sequence:RefSeq:NP_706083.2,1
NC_013716.1,ROD_RS00725,ROD_01431,protein_coding,panD,NA,aspartate 1-decarboxylase,aspartate L-decarboxylase,NA,NA,WP_012904525.1,similar to AA sequence:RefSeq:WP_005124704.1,1
NC_013716.1,ROD_RS00730,ROD_01441,protein_coding,panC,NA,pantoate--beta-alanine ligase,pantoate--beta-alanine ligase,NA,NA,WP_012904526.1,similar to AA sequence:RefSeq:NP_459186.1,1
NC_013716.1,ROD_RS00735,ROD_01451,protein_coding,panB,NA,3-methyl-2-oxobutanoate hydroxymethyltransferase,3-methyl-2-oxobutanoate hydroxymethyltransferase,NA,NA,WP_012904527.1,similar to AA sequence:RefSeq:WP_000805487.1,1
NC_013716.1,ROD_RS00740,ROD_01461,protein_coding,folK,NA,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,2-amino-4-hydroxy-6-hydroxymethyldihydropteridi ne pyrophosphokinase,NA,NA,WP_012904528.1,similar to AA sequence:RefSeq:YP_005225169.1,1
NC_013716.1,ROD_RS00745,ROD_01471,protein_coding,pcnB,NA,polynucleotide adenylyltransferase PcnB,poly(A) polymerase,NA,NA,WP_217968164.1,similar to AA sequence:RefSeq:NP_414685.4,1
NC_013716.1,ROD_RS00750,ROD_01481,protein_coding,gluQ,gluQRS,tRNA glutamyl-Q(34) synthetase GluQRS,glutamyl-Q tRNA(Asp) synthetase,NA,NA,WP_012904530.1,similar to AA sequence:RefSeq:WP_001432381.1,1
NC_013716.1,ROD_RS00755,ROD_01491,protein_coding,dksA,NA,RNA polymerase-binding protein DksA,dosage-dependent dnaK suppressor protein,NA,NA,WP_003829221.1,similar to AA sequence:RefSeq:WP_002209354.1,1
NC_013716.1,ROD_RS00760,ROD_01501,protein_coding,sfsA,NA,DNA/RNA nuclease SfsA,sugar fermentation stimulation protein,NA,NA,WP_012904531.1,similar to AA sequence:RefSeq:NP_308177.1,1
NC_013716.1,ROD_RS00765,ROD_01511,protein_coding,ligT,thpR,"RNA 2',3'-cyclic phosphodiesterase",2'-5' RNA ligase,NA,NA,WP_012904532.1,similar to AA sequence:RefSeq:NP_459193.1,1
NC_013716.1,ROD_RS00770,ROD_01521,protein_coding,hrpB,NA,ATP-dependent helicase HrpB,ATP-dependent helicase,NA,NA,WP_024132471.1,similar to AA sequence:RefSeq:NP_414690.4,1
NC_013716.1,ROD_RS00775,ROD_01531,protein_coding,mrcB,NA,bifunctional glycosyl transferase/transpeptidase,penicillin sensitive transpeptidase],NA,NA,WP_012904534.1,similar to AA sequence:RefSeq:NP_459195.1,1
NC_013716.1,ROD_RS00780,ROD_01541,protein_coding,fhuA,NA,ferrichrome porin FhuA,ferrichrome-iron TonB-dependent receptor,NA,NA,WP_012904535.1,similar to AA sequence:RefSeq:NP_706098.1,1
NC_013716.1,ROD_RS00785,ROD_01551,protein_coding,fhuC,NA,Fe3+-hydroxamate ABC transporter ATP-binding protein FhuC,ferrichrome transport ATP-binding protein,NA,NA,WP_012904536.1,similar to AA sequence:RefSeq:NP_308182.1,1
NC_013716.1,ROD_RS00790,ROD_01561,protein_coding,fhuD,NA,Fe(3+)-hydroxamate ABC transporter substrate-binding protein FhuD,ferrichrome-binding periplasmic protein,NA,NA,WP_012904537.1,similar to AA sequence:RefSeq:NP_414694.1,1
NC_013716.1,ROD_RS00795,ROD_01571,protein_coding,fhuB,NA,Fe(3+)-hydroxamate ABC transporter permease FhuB,ferrichrome transport system permease protein,NA,NA,WP_012904538.1,similar to AA sequence:RefSeq:NP_414695.1,1
NC_013716.1,ROD_RS00800,ROD_01581,protein_coding,hemL,NA,"glutamate-1-semialdehyde 2,1-aminomutase","glutamate-1-semialdehyde 2,1-aminomutase",NA,NA,WP_012904539.1,similar to AA sequence:RefSeq:WP_020233394.1,1
NC_013716.1,ROD_RS00805,ROD_01591,protein_coding,clcA,NA,H(+)/Cl(-) exchange transporter ClcA,H(+)/Cl(-) exchange transporter,NA,NA,WP_012904540.1,similar to AA sequence:RefSeq:NP_459208.1,1
NC_013716.1,ROD_RS00810,ROD_01601,protein_coding,erpA,NA,iron-sulfur cluster insertion protein ErpA,conserved hypothetical protein,NA,NA,WP_012904541.1,similar to AA sequence:RefSeq:WP_001295564.1,1
NC_013716.1,ROD_RS00815,ROD_01611,protein_coding,NA,NA,TRIC cation channel family protein,putative membrane protein,NA,NA,WP_012904542.1,similar to AA sequence:RefSeq:NP_459210.1,1
NC_013716.1,ROD_RS00820,ROD_01621,protein_coding,btuF,NA,vitamin B12 ABC transporter substrate-binding protein BtuF,vitamin B12-binding protein,NA,NA,WP_012904543.1,similar to AA sequence:RefSeq:NP_459211.1,1
NC_013716.1,ROD_RS00825,ROD_01631,protein_coding,mtn,mtnN,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,MTA/SAH nucleosidase (5'-methylthioadenosine nucleosidase),NA,NA,WP_012904544.1,similar to AA sequence:RefSeq:NP_308190.1,1
NC_013716.1,ROD_RS00830,ROD_01641,protein_coding,dgt,NA,dGTPase,deoxyguanosinetriphosphate triphosphohydrolase,NA,NA,WP_012904545.1,similar to AA sequence:RefSeq:NP_308191.1,1
NC_013716.1,ROD_RS00835,ROD_01651,protein_coding,htrA,degP,serine endoprotease DegP,protease Do precursor,NA,NA,WP_012904546.1,similar to AA sequence:RefSeq:NP_459214.1,1
NC_013716.1,ROD_RS00840,ROD_01661,protein_coding,cdaR,NA,DNA-binding transcriptional regulator CdaR,carbohydrate diacid regulator,NA,NA,WP_012904547.1,similar to AA sequence:RefSeq:NP_459215.1,1
NC_013716.1,ROD_RS00850,ROD_01681,protein_coding,NA,NA,DUF3461 family protein,conserved hypothetical protein,NA,NA,WP_012904549.1,similar to AA sequence:RefSeq:WP_000272186.1,1
NC_013716.1,ROD_RS00855,ROD_01691,protein_coding,dapD,NA,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",NA,NA,WP_012904550.1,similar to AA sequence:RefSeq:WP_005132123.1,1
NC_013716.1,ROD_RS00860,ROD_01701,protein_coding,glnD,NA,bifunctional uridylyltransferase/uridylyl-removing protein GlnD,[protein-PII] uridylyltransferase,NA,NA,WP_012904551.1,similar to AA sequence:RefSeq:NP_706112.1,1
NC_013716.1,ROD_RS00865,ROD_01711,protein_coding,map,NA,type I methionyl aminopeptidase,methionine aminopeptidase,NA,NA,WP_012904552.1,similar to AA sequence:RefSeq:NP_459220.1,1
NC_013716.1,ROD_RS00870,ROD_01721,protein_coding,rpsB,NA,30S ribosomal protein S2,30S ribosomal protein S2,NA,NA,WP_012904553.1,similar to AA sequence:RefSeq:WP_005132117.1,1
NC_013716.1,ROD_RS00875,ROD_01731,protein_coding,tsf,NA,translation elongation factor Ts,elongation factor Ts,NA,NA,WP_012904554.1,similar to AA sequence:RefSeq:WP_005132116.1,1
NC_013716.1,ROD_RS00880,ROD_01741,protein_coding,pyrH,NA,UMP kinase,uridylate kinase,NA,NA,WP_012904555.1,similar to AA sequence:RefSeq:WP_000224576.1,1
NC_013716.1,ROD_RS00885,ROD_01751,protein_coding,frr,NA,ribosome recycling factor,ribosome recycling factor,NA,NA,WP_012904556.1,similar to AA sequence:RefSeq:WP_000622421.1,1
NC_013716.1,ROD_RS00890,ROD_01761,protein_coding,dxr,ispC,1-deoxy-D-xylulose-5-phosphate reductoisomerase,1-deoxy-D-xylulose 5-phosphate reductoisomerase,NA,NA,WP_012904557.1,similar to AA sequence:RefSeq:NP_308202.1,1
NC_013716.1,ROD_RS00895,ROD_01771,protein_coding,uppS,ispU,"(2E,6E)-farnesyl-diphosphate-specific ditrans,polycis-undecaprenyl-diphosphate synthase",undecaprenyl pyrophosphate synthetase,NA,NA,WP_012904558.1,similar to AA sequence:RefSeq:NP_459226.1,1
NC_013716.1,ROD_RS00900,ROD_01781,protein_coding,cdsA,NA,phosphatidate cytidylyltransferase,phosphatidate cytidylyltransferase,NA,NA,WP_012904559.1,similar to AA sequence:RefSeq:NP_414717.2,1
NC_013716.1,ROD_RS00905,ROD_01791,protein_coding,ecfE,rseP,sigma E protease regulator RseP,protease,NA,NA,WP_012904560.1,similar to AA sequence:RefSeq:WP_005132106.1,1
NC_013716.1,ROD_RS00910,ROD_01801,protein_coding,bamA,NA,outer membrane protein assembly factor BamA,outer membrane protein assembly factor,NA,NA,WP_012904561.1,similar to AA sequence:RefSeq:NP_308206.1,1
NC_013716.1,ROD_RS00915,ROD_01811,protein_coding,skp,"hlpA, ompH",molecular chaperone Skp,chaperone protein,NA,NA,WP_012904562.1,similar to AA sequence:RefSeq:NP_308207.1,1
NC_013716.1,ROD_RS00920,ROD_01821,protein_coding,lpxD,NA,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,NA,NA,WP_012904563.1,similar to AA sequence:RefSeq:WP_005132101.1,1
NC_013716.1,ROD_RS00925,ROD_01831,protein_coding,fabZ,NA,3-hydroxyacyl-ACP dehydratase FabZ,(3r)-hydroxymyristol acyl carrier protein dehydratase (ec 4.2.1.-),NA,NA,WP_003018528.1,similar to AA sequence:RefSeq:WP_000210741.1,1
NC_013716.1,ROD_RS00930,ROD_01841,protein_coding,lpxA,NA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,acyl-[acyl-carrier-protein]--UDP-N-acetylglucos amine O-acyltransferase,NA,NA,WP_012904564.1,similar to AA sequence:RefSeq:WP_005132096.1,1
NC_013716.1,ROD_RS00935,ROD_01851,protein_coding,lpxB,NA,lipid-A-disaccharide synthase,lipid-A-disaccharide synthase,NA,NA,WP_012904565.1,similar to AA sequence:RefSeq:NP_459234.1,1
NC_013716.1,ROD_RS00940,ROD_01861,protein_coding,rnhB,NA,ribonuclease HII,ribonuclease HII,NA,NA,WP_012904566.1,similar to AA sequence:RefSeq:NP_414725.1,1
NC_013716.1,ROD_RS00945,ROD_01871,protein_coding,dnaE,NA,DNA polymerase III subunit alpha,DNA polymerase III alpha subunit,NA,NA,WP_012904567.1,similar to AA sequence:RefSeq:NP_459236.1,1
NC_013716.1,ROD_RS00950,ROD_01881,protein_coding,accA,NA,acetyl-CoA carboxylase carboxyl transferase subunit alpha,acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,NA,NA,WP_012904568.1,similar to AA sequence:RefSeq:WP_005132091.1,1
NC_013716.1,ROD_RS00955,NA,pseudogene,NA,NA,chitinase,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing C-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:NP_459238.1,1
NC_013716.1,ROD_RS00960,ROD_01901,protein_coding,tnpA,NA,IS66-like element accessory protein TnpA,ISCro1 transposase A,NA,NA,WP_012904569.1,similar to AA sequence:RefSeq:WP_001743492.1,1
NC_013716.1,ROD_RS00965,ROD_01911,protein_coding,tnpB,NA,IS66 family insertion sequence element accessory protein TnpB,ISCro1 transposase B,"TnpB, as the term is used for proteins encoded by IS66 family insertion elements, is considered an accessory protein, since TnpC, encoded by a neighboring gene, is a DDE family transposase.",NA,WP_012904570.1,similar to AA sequence:RefSeq:NP_858152.1,1
NC_013716.1,ROD_RS00970,ROD_01921,protein_coding,NA,NA,IS66-like element ISCro1 family transposase,ISCro1 transposase C,NA,NA,WP_012904571.1,similar to AA sequence:RefSeq:WP_012904571.1,1
NC_013716.1,ROD_RS00975,NA,pseudogene,NA,NA,PKD domain-containing protein,NA,incomplete,"partial true, pseudo true, partial in the middle of a contig, missing N-terminus, partial true, pseudo true",NA,similar to AA sequence:RefSeq:NP_459238.1,1
NC_013716.1,ROD_RS00980,ROD_01941,protein_coding,ldcC,NA,lysine decarboxylase LdcC,"lysine decarboxylase, constitutive",NA,NA,WP_012904572.1,similar to AA sequence:RefSeq:WP_001020947.1,1
NC_013716.1,ROD_RS00985,ROD_01951,protein_coding,NA,NA,VOC family protein,conserved hypothetical protein,NA,NA,WP_024132475.1,similar to AA sequence:RefSeq:NP_459240.1,1
NC_013716.1,ROD_RS00990,ROD_01961,protein_coding,tilS,NA,tRNA lysidine(34) synthetase TilS,tRNA(Ile)-lysidine synthase,NA,NA,WP_012904574.1,similar to AA sequence:RefSeq:WP_008786274.1,1
NC_013716.1,ROD_RS00995,ROD_01971,protein_coding,rof,NA,Rho-binding antiterminator,Rho-binding antiterminator,NA,NA,WP_012904575.1,similar to AA sequence:RefSeq:NP_706134.1,1
NC_013716.1,ROD_RS01000,ROD_01982,protein_coding,NA,NA,YaeP family protein,conserved hypothetical protein,NA,NA,WP_024132476.1,similar to AA sequence:RefSeq:WP_012133967.1,1
NC_013716.1,ROD_RS01005,ROD_01981,protein_coding,NA,NA,YaeQ family protein,conserved hypothetical protein,NA,NA,WP_012904577.1,similar to AA sequence:RefSeq:NP_459244.1,1
NC_013716.1,ROD_RS01010,ROD_01991,protein_coding,arfB,NA,aminoacyl-tRNA hydrolase,putative peptidyl-tRNA hydrolase,NA,NA,WP_012904578.1,similar to AA sequence:RefSeq:NP_459245.1,1
NC_013716.1,ROD_RS01015,ROD_02001,protein_coding,cutF,nlpE,envelope stress response activation lipoprotein NlpE,copper homeostasis protein (lipoprotein nlpE),"NlpE, an outer membrane lipoprotein, interacts directly with CpxA, the sensor histidine kinase of the Cpx system for response to envelope stress.",NA,WP_012904579.1,similar to AA sequence:RefSeq:WP_000709343.1,1
NC_013716.1,ROD_RS25530,ROD_02011,protein_coding,NA,NA,hypothetical protein,putative exported protein,NA,NA,WP_012904580.1,ab initio prediction:GeneMarkS-2+,1
NC_013716.1,ROD_RS01025,ROD_02021,protein_coding,ompN,NA,porin,"outer membrane protein n, non-specific porin",NA,NA,WP_024132477.1,similar to AA sequence:RefSeq:WP_119721401.1,1
NC_013716.1,ROD_RS01030,ROD_02031,pseudogene,NA,NA,IS4-like element ISCro6 family transposase,pseudogene,frameshifted,"pseudo true, pseudo true",NA,similar to AA sequence:RefSeq:WP_012905035.1,1
NC_013716.1,ROD_RS01035,ROD_02041,protein_coding,proS,NA,proline--tRNA ligase,prolyl-tRNA synthetase,NA,NA,WP_012904582.1,similar to AA sequence:RefSeq:WP_012133963.1,1
NC_013716.1,ROD_RS01040,ROD_02051,protein_coding,tsaA,NA,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,conserved hypothetical protein,NA,NA,WP_012904583.1,similar to AA sequence:RefSeq:NP_308224.1,1
NC_013716.1,ROD_RS01045,ROD_02061,protein_coding,rcsF,NA,Rcs stress response system protein RcsF,"RcsF, phosphorelay glucose and zinc sensor",NA,NA,WP_012904584.1,similar to AA sequence:RefSeq:NP_459248.1,1
NC_013716.1,ROD_RS01050,ROD_02071,protein_coding,metQ,NA,methionine ABC transporter substrate-binding lipoprotein MetQ,"D-methionine ABC transporter, substrate-binding lipoprotein",NA,NA,WP_012904585.1,similar to AA sequence:RefSeq:NP_459249.1,1
NC_013716.1,ROD_RS01055,ROD_02081,protein_coding,metI,NA,methionine ABC transporter permease MetI,"D-methionine ABC transporter, permease protein",NA,NA,WP_012904586.1,similar to AA sequence:RefSeq:WP_005132073.1,1
NC_013716.1,ROD_RS01060,ROD_02091,protein_coding,metN,NA,methionine ABC transporter ATP-binding protein MetN,"D-methionine ABC transporter, ATP-binding protein",NA,NA,WP_012904587.1,similar to AA sequence:RefSeq:WP_014168731.1,1
NC_013716.1,ROD_RS01065,ROD_02101,protein_coding,gmhB,NA,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase","D,D-heptose 1,7-bisphosphate phosphatase",NA,NA,WP_012904588.1,similar to AA sequence:RefSeq:NP_459252.1,1
NC_013716.1,ROD_RS01070,NA,rRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS01075,ROD_t01,tRNA,NA,NA,NA,tRNA-Glu,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS01080,NA,rRNA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS01085,NA,rRNA,rrf,NA,NA,NA,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS01090,ROD_t02,tRNA,NA,NA,NA,tRNA-Asp,NA,NA,NA,NA,NA
NC_013716.1,ROD_RS01100,ROD_02111,protein_coding,NA,NA,autotransporter outer membrane beta-barrel domain-containing protein,putative adhesin autotransporter,NA,NA,WP_231851595.1,similar to AA sequence:RefSeq:WP_012905832.1,1
NC_013716.1,ROD_RS01105,ROD_02121,protein_coding,dkgA,dkgB,"2,5-didehydrogluconate reductase DkgB","2,5-diketo-D-gluconic acid reductase A",NA,NA,WP_012904590.1,similar to AA sequence:RefSeq:NP_459253.1,1
NC_013716.1,ROD_RS01110,ROD_02131,protein_coding,NA,NA,LysR family transcriptional regulator,LysR-family transcriptional regulator,NA,NA,WP_012904591.1,similar to AA sequence:RefSeq:NP_459254.1,1
NC_013716.1,ROD_RS01115,ROD_02141,protein_coding,NA,NA,endonuclease/exonuclease/phosphatase family protein,conserved hypothetical protein,NA,NA,WP_012904592.1,similar to AA sequence:RefSeq:NP_414745.1,1
NC_013716.1,ROD_RS01120,ROD_02151,protein_coding,NA,NA,class I SAM-dependent methyltransferase,putative methyltransferase,NA,NA,WP_012904593.1,similar to AA sequence:RefSeq:WP_016234651.1,1
NC_013716.1,ROD_RS01125,ROD_02161,protein_coding,mltD,NA,murein transglycosylase D,membrane-bound lytic murein transglycosylase D precursor,NA,NA,WP_012904594.1,similar to AA sequence:RefSeq:NP_308234.1,1
NC_013716.1,ROD_RS01130,ROD_02171,protein_coding,gloB,NA,hydroxyacylglutathione hydrolase,probable hydroxyacylglutathione hydrolase,NA,NA,WP_012904595.1,similar to AA sequence:RefSeq:NP_459259.1,1
NC_013716.1,ROD_RS01135,ROD_02181,protein_coding,NA,NA,class I SAM-dependent methyltransferase,conserved hypothetical protein,NA,NA,WP_012904596.1,similar to AA sequence:RefSeq:NP_459260.1,1
